CONFIG,WORKER_ID,LAYER,PUBLISH_NUM,PUBLISH_TOTAL_SIZE,PUBLISH_MAX_SIZE,PUBLISH_MIN_SIZE,PUBLISH_AVG_SIZE,MSG_NUM,MSG_TOTAL_SIZE,MSG_MAX_SIZE,MSG_MIN_SIZE,MSG_AVG_SIZE,LS_NUM_TARGETS,NNZ,CHUNKS_SENT,CHUNKS_PER_TARGET,CHUNK_TOTAL_SIZE,CHUNK_MIN_SIZE,CHUNK_MAX_SIZE,CHUNK_AVG_SIZE,NNZ_SENT,NNZ_PER_TARGET,ROWS_SENT,ROWS_PER_TARGET,LAYER_DURATION
c1_1024n_8w_10000bs_queue,1,20,1,66292,66292,66292,66292,7,66292,12201,7079,9470.286,7,43136,7,1,66292,7079,12201,9470.286,170859,24408.428,507,72.42857,0.46679688
c1_1024n_8w_10000bs_queue,1,21,1,61441,61441,61441,61441,7,61441,10304,6796,8777.286,7,43136,7,1,61441,6796,10304,8777.286,153672,21953.143,456,65.14286,0.49597168
c1_1024n_8w_10000bs_queue,1,22,1,61044,61044,61044,61044,7,61044,11228,6525,8720.571,7,43136,7,1,61044,6525,11228,8720.571,153335,21905,455,65,0.44006348
c1_1024n_8w_10000bs_queue,1,23,1,49836,49836,49836,49836,7,49836,9433,4643,7119.4287,7,43136,7,1,49836,4643,9433,7119.4287,111210,15887.143,330,47.142857,0.4430542
c1_1024n_8w_10000bs_queue,1,24,1,64719,64719,64719,64719,7,64719,11884,7167,9245.571,7,43136,7,1,64719,7167,11884,9245.571,165467,23638.143,491,70.14286,0.46533203
c1_1024n_8w_10000bs_queue,1,25,1,67480,67480,67480,67480,7,67480,12296,7606,9640,7,43136,7,1,67480,7606,12296,9640,174903,24986.143,519,74.14286,0.48028564
c1_1024n_8w_10000bs_queue,1,26,1,69186,69186,69186,69186,7,69186,12725,8035,9883.714,7,43136,7,1,69186,8035,12725,9883.714,181643,25949,539,77,0.52453613
c1_1024n_8w_10000bs_queue,1,27,1,65712,65712,65712,65712,7,65712,11154,7958,9387.429,7,43136,7,1,65712,7958,11154,9387.429,170522,24360.285,506,72.28571,0.51293945
c1_1024n_8w_10000bs_queue,1,28,1,61901,61901,61901,61901,7,61901,10589,7249,8843,7,43136,7,1,61901,7249,10589,8843,157042,22434.572,466,66.57143,0.49621582
c1_1024n_8w_10000bs_queue,1,29,1,46956,46956,46956,46956,7,46956,9631,5105,6708,7,43136,7,1,46956,5105,9631,6708,103122,14731.714,306,43.714287,0.4942627
c1_1024n_8w_10000bs_queue,1,30,1,63417,63417,63417,63417,7,63417,12522,6913,9059.571,7,43136,7,1,63417,6913,12522,9059.571,160749,22964.143,477,68.14286,0.42956543
c1_1024n_8w_10000bs_queue,1,31,1,61547,61547,61547,61547,7,61547,11440,5478,8792.429,7,43136,7,1,61547,5478,11440,8792.429,154009,22001.285,457,65.28571,0.43981934
c1_1024n_8w_10000bs_queue,1,32,1,61216,61216,61216,61216,7,61216,10238,7186,8745.143,7,43136,7,1,61216,7186,10238,8745.143,154009,22001.285,457,65.28571,0.48138428
c1_1024n_8w_10000bs_queue,1,33,1,59648,59648,59648,59648,7,59648,10706,7024,8521.143,7,43136,7,1,59648,7024,10706,8521.143,147606,21086.572,438,62.57143,0.49829102
c1_1024n_8w_10000bs_queue,1,34,1,68656,68656,68656,68656,7,68656,11753,7927,9808,7,43136,7,1,68656,7927,11753,9808,179284,25612,532,76,0.4058838
c1_1024n_8w_10000bs_queue,1,35,1,56513,56513,56513,56513,7,56513,12391,5389,8073.2856,7,43136,7,1,56513,5389,12391,8073.2856,135137,19305.285,401,57.285713,0.40319824
c1_1024n_8w_10000bs_queue,1,36,1,62107,62107,62107,62107,7,62107,11479,6821,8872.429,7,43136,7,1,62107,6821,11479,8872.429,158053,22579,469,67,0.5093994
c1_1024n_8w_10000bs_queue,1,37,1,64777,64777,64777,64777,7,64777,13161,7034,9253.857,7,43136,7,1,64777,7034,13161,9253.857,166478,23782.572,494,70.57143,0.6204834
c1_1024n_8w_10000bs_queue,1,38,1,71134,71134,71134,71134,7,71134,11736,8520,10162,7,43136,7,1,71134,8520,11736,10162,186361,26623,553,79,0.4449463
c1_1024n_8w_10000bs_queue,1,39,1,70498,70498,70498,70498,7,70498,12219,7158,10071.143,7,43136,7,1,70498,7158,12219,10071.143,187709,26815.572,557,79.57143,0.42004395
c1_1024n_8w_10000bs_queue,1,40,1,65335,65335,65335,65335,7,65335,11316,7598,9333.571,7,43136,7,1,65335,7598,11316,9333.571,169174,24167.715,502,71.71429,0.44177246
c1_1024n_8w_10000bs_queue,1,41,1,47946,47946,47946,47946,7,47946,12482,4223,6849.4287,7,43136,7,1,47946,4223,12482,6849.4287,108514,15502,322,46,0.38372803
c1_1024n_8w_10000bs_queue,1,42,1,67062,67062,67062,67062,7,67062,12750,7093,9580.286,7,43136,7,1,67062,7093,12750,9580.286,175914,25130.572,522,74.57143,0.4909668
c1_1024n_8w_10000bs_queue,1,43,1,58972,58972,58972,58972,7,58972,10790,6188,8424.571,7,43136,7,1,58972,6188,10790,8424.571,145247,20749.572,431,61.57143,0.4489746
c1_1024n_8w_10000bs_queue,1,44,1,64956,64956,64956,64956,7,64956,10668,7570,9279.429,7,43136,7,1,64956,7570,10668,9279.429,167152,23878.857,496,70.85714,0.43066406
c1_1024n_8w_10000bs_queue,1,45,1,60221,60221,60221,60221,7,60221,10947,6118,8603,7,43136,7,1,60221,6118,10947,8603,149628,21375.428,444,63.42857,0.4404297
c1_1024n_8w_10000bs_queue,1,46,1,61562,61562,61562,61562,7,61562,9997,7864,8794.571,7,43136,7,1,61562,7864,9997,8794.571,154683,22097.572,459,65.57143,0.44207764
c1_1024n_8w_10000bs_queue,1,47,1,56470,56470,56470,56470,7,56470,12791,4581,8067.143,7,43136,7,1,56470,4581,12791,8067.143,135474,19353.428,402,57.42857,0.4000244
c1_1024n_8w_10000bs_queue,1,48,1,64540,64540,64540,64540,7,64540,12097,6167,9220,7,43136,7,1,64540,6167,12097,9220,164793,23541.857,489,69.85714,0.50372314
c1_1024n_8w_10000bs_queue,1,49,1,60074,60074,60074,60074,7,60074,10809,6654,8582,7,43136,7,1,60074,6654,10809,8582,148954,21279.143,442,63.142857,0.5003662
c1_1024n_8w_10000bs_queue,1,50,1,63807,63807,63807,63807,7,63807,11632,7084,9115.286,7,43136,7,1,63807,7084,11632,9115.286,161086,23012.285,478,68.28571,0.47857666
c1_1024n_8w_10000bs_queue,1,51,1,63095,63095,63095,63095,7,63095,11266,6849,9013.571,7,43136,7,1,63095,6849,11266,9013.571,159401,22771.572,473,67.57143,0.43859863
c1_1024n_8w_10000bs_queue,1,52,1,70514,70514,70514,70514,7,70514,12217,8854,10073.429,7,43136,7,1,70514,8854,12217,10073.429,188720,26960,560,80,0.5057373
c1_1024n_8w_10000bs_queue,1,53,1,53263,53263,53263,53263,7,53263,10064,4973,7609,7,43136,7,1,53263,4973,10064,7609,124690,17812.857,370,52.857143,0.49450684
c1_1024n_8w_10000bs_queue,1,54,1,62380,62380,62380,62380,7,62380,10110,7618,8911.429,7,43136,7,1,62380,7618,10110,8911.429,156705,22386.428,465,66.42857,0.46350098
c1_1024n_8w_10000bs_queue,1,55,1,61858,61858,61858,61858,7,61858,10054,7565,8836.857,7,43136,7,1,61858,7565,10054,8836.857,155020,22145.715,460,65.71429,0.41967773
c1_1024n_8w_10000bs_queue,1,56,1,64889,64889,64889,64889,7,64889,12111,6296,9269.857,7,43136,7,1,64889,6296,12111,9269.857,164793,23541.857,489,69.85714,0.52233887
c1_1024n_8w_10000bs_queue,1,57,1,59143,59143,59143,59143,7,59143,9533,7145,8449,7,43136,7,1,59143,7145,9533,8449,146932,20990.285,436,62.285713,0.47021484
c1_1024n_8w_10000bs_queue,1,58,1,64911,64911,64911,64911,7,64911,10928,8073,9273,7,43136,7,1,64911,8073,10928,9273,165804,23686.285,492,70.28571,0.515625
c1_1024n_8w_10000bs_queue,1,59,1,55039,55039,55039,55039,7,55039,12673,5851,7862.7144,7,43136,7,1,55039,5851,12673,7862.7144,131093,18727.572,389,55.57143,0.43084717
c1_1024n_8w_10000bs_queue,1,60,1,59549,59549,59549,59549,7,59549,10666,7236,8507,7,43136,7,1,59549,7236,10666,8507,147943,21134.715,439,62.714287,0.47094727
c1_1024n_8w_10000bs_queue,1,61,1,61632,61632,61632,61632,7,61632,11119,6460,8804.571,7,43136,7,1,61632,6460,11119,8804.571,154683,22097.572,459,65.57143,0.43518066
c1_1024n_8w_10000bs_queue,1,62,1,62507,62507,62507,62507,7,62507,10822,7390,8929.571,7,43136,7,1,62507,7390,10822,8929.571,157379,22482.715,467,66.71429,0.48815918
c1_1024n_8w_10000bs_queue,1,63,1,63413,63413,63413,63413,7,63413,11342,6439,9059,7,43136,7,1,63413,6439,11342,9059,146258,20894,434,62,0.44885254
c1_1024n_8w_10000bs_queue,1,64,1,61937,61937,61937,61937,7,61937,11127,6944,8848.143,7,43136,7,1,61937,6944,11127,8848.143,155694,22242,462,66,0.51794434
c1_1024n_8w_10000bs_queue,1,65,1,38262,38262,38262,38262,7,38262,8442,3960,5466,7,43136,7,1,38262,3960,8442,5466,73803,10543.286,219,31.285715,0.44360352
c1_1024n_8w_10000bs_queue,1,66,1,66279,66279,66279,66279,7,66279,11819,7195,9468.429,7,43136,7,1,66279,7195,11819,9468.429,172881,24697.285,513,73.28571,0.54022217
c1_1024n_8w_10000bs_queue,1,67,1,70038,70038,70038,70038,7,70038,12508,7378,10005.429,7,43136,7,1,70038,7378,12508,10005.429,186361,26623,553,79,0.42089844
c1_1024n_8w_10000bs_queue,1,68,1,64334,64334,64334,64334,7,64334,12379,7890,9190.571,7,43136,7,1,64334,7890,12379,9190.571,164456,23493.715,488,69.71429,0.5001831
c1_1024n_8w_10000bs_queue,1,69,1,61125,61125,61125,61125,7,61125,10294,7839,8732.143,7,43136,7,1,61125,7839,10294,8732.143,154346,22049.428,458,65.42857,0.42211914
c1_1024n_8w_10000bs_queue,1,70,1,65668,65668,65668,65668,7,65668,11584,7977,9381.143,7,43136,7,1,65668,7977,11584,9381.143,169174,24167.715,502,71.71429,0.48791504
c1_1024n_8w_10000bs_queue,1,71,1,56699,56699,56699,56699,7,56699,11072,4740,8099.857,7,43136,7,1,56699,4740,11072,8099.857,137496,19642.285,408,58.285713,0.3875122
c1_1024n_8w_10000bs_queue,1,72,1,67518,67518,67518,67518,7,67518,11906,8242,9645.429,7,43136,7,1,67518,8242,11906,9645.429,176251,25178.715,523,74.71429,0.49499512
c1_1024n_8w_10000bs_queue,1,73,1,71280,71280,71280,71280,7,71280,12054,8845,10182.857,7,43136,7,1,71280,8845,12054,10182.857,189394,27056.285,562,80.28571,0.55859375
c1_1024n_8w_10000bs_queue,1,74,1,67806,67806,67806,67806,7,67806,11326,8810,9686.571,7,43136,7,1,67806,8810,11326,9686.571,177936,25419.428,528,75.42857,0.44140625
c1_1024n_8w_10000bs_queue,1,75,1,67538,67538,67538,67538,7,67538,13706,6575,9648.286,7,43136,7,1,67538,6575,13706,9648.286,176925,25275,525,75,0.6085205
c1_1024n_8w_10000bs_queue,1,76,1,70927,70927,70927,70927,7,70927,11668,8142,10132.429,7,43136,7,1,70927,8142,11668,10132.429,187372,26767.428,556,79.42857,0.4489746
c1_1024n_8w_10000bs_queue,1,77,1,54256,54256,54256,54256,7,54256,11763,5459,7750.857,7,43136,7,1,54256,5459,11763,7750.857,127723,18246.143,379,54.142857,0.41748047
c1_1024n_8w_10000bs_queue,1,78,1,68685,68685,68685,68685,7,68685,11417,8350,9812.143,7,43136,7,1,68685,8350,11417,9812.143,180632,25804.572,536,76.57143,0.53930664
c1_1024n_8w_10000bs_queue,1,79,1,68230,68230,68230,68230,7,68230,12639,6647,9747.143,7,43136,7,1,68230,6647,12639,9747.143,178273,25467.572,529,75.57143,0.5015869
c1_1024n_8w_10000bs_queue,1,80,1,63352,63352,63352,63352,7,63352,10789,7690,9050.286,7,43136,7,1,63352,7690,10789,9050.286,161423,23060.428,479,68.42857,0.4375
c1_1024n_8w_10000bs_queue,1,81,1,64793,64793,64793,64793,7,64793,10407,6651,9256.143,7,43136,7,1,64793,6651,10407,9256.143,166815,23830.715,495,70.71429,0.43493652
c1_1024n_8w_10000bs_queue,1,82,1,64388,64388,64388,64388,7,64388,10563,7113,9198.286,7,43136,7,1,64388,7113,10563,9198.286,164456,23493.715,488,69.71429,0.50024414
c1_1024n_8w_10000bs_queue,1,83,1,43064,43064,43064,43064,7,43064,8540,4185,6152,7,43136,7,1,43064,4185,8540,6152,89979,12854.143,267,38.142857,0.40478516
c1_1024n_8w_10000bs_queue,1,84,1,63602,63602,63602,63602,7,63602,11806,7391,9086,7,42799,7,1,63602,7391,11806,9086,162771,23253,483,69,0.4761963
c1_1024n_8w_10000bs_queue,1,85,1,65507,65507,65507,65507,7,65507,11132,5777,9358.143,7,43136,7,1,65507,5777,11132,9358.143,167152,23878.857,496,70.85714,0.3951416
c1_1024n_8w_10000bs_queue,1,86,1,68539,68539,68539,68539,7,68539,11244,8553,9791.286,7,43136,7,1,68539,8553,11244,9791.286,179621,25660.143,533,76.14286,0.4909668
c1_1024n_8w_10000bs_queue,1,87,1,62331,62331,62331,62331,7,62331,11108,6981,8904.429,7,43136,7,1,62331,6981,11108,8904.429,156705,22386.428,465,66.42857,0.49560547
c1_1024n_8w_10000bs_queue,1,88,1,63419,63419,63419,63419,7,63419,11064,6586,9059.857,7,43136,7,1,63419,6586,11064,9059.857,160075,22867.857,475,67.85714,0.44055176
c1_1024n_8w_10000bs_queue,1,89,1,55847,55847,55847,55847,7,55847,13350,4785,7978.143,7,43136,7,1,55847,4785,13350,7978.143,135137,19305.285,401,57.285713,0.44732666
c1_1024n_8w_10000bs_queue,1,90,1,61885,61885,61885,61885,7,61885,12070,6509,8840.714,7,43136,7,1,61885,6509,12070,8840.714,156031,22290.143,463,66.14286,0.46313477
c1_1024n_8w_10000bs_queue,1,91,1,65444,65444,65444,65444,7,65444,11302,7909,9349.143,7,43136,7,1,65444,7909,11302,9349.143,167152,23878.857,496,70.85714,0.49328613
c1_1024n_8w_10000bs_queue,1,92,1,66832,66832,66832,66832,7,66832,12188,7693,9547.429,7,43136,7,1,66832,7693,12188,9547.429,172207,24601,511,73,0.54248047
c1_1024n_8w_10000bs_queue,1,93,1,61270,61270,61270,61270,7,61270,11321,5928,8752.857,7,43136,7,1,61270,5928,11321,8752.857,154346,22049.428,458,65.42857,0.47607422
c1_1024n_8w_10000bs_queue,1,94,1,61314,61314,61314,61314,7,61314,10742,7419,8759.143,7,43136,7,1,61314,7419,10742,8759.143,150639,21519.857,447,63.857143,0.48950195
c1_1024n_8w_10000bs_queue,1,95,1,43907,43907,43907,43907,7,43907,9613,3685,6272.4287,7,43136,7,1,43907,3685,9613,6272.4287,92675,13239.286,275,39.285713,0.48242188
c1_1024n_8w_10000bs_queue,1,96,1,58076,58076,58076,58076,7,58076,9760,6512,8296.571,7,43136,7,1,58076,6512,9760,8296.571,142888,20412.572,424,60.57143,0.4605713
c1_1024n_8w_10000bs_queue,1,97,1,69432,69432,69432,69432,7,69432,11709,7686,9918.857,7,43136,7,1,69432,7686,11709,9918.857,181643,25949,539,77,0.52923584
c1_1024n_8w_10000bs_queue,1,98,1,62060,62060,62060,62060,7,62060,12519,5684,8865.714,7,43136,7,1,62060,5684,12519,8865.714,156368,22338.285,464,66.28571,0.48181152
c1_1024n_8w_10000bs_queue,1,99,1,66346,66346,66346,66346,7,66346,11806,6601,9478,7,43136,7,1,66346,6601,11806,9478,171196,24456.572,508,72.57143,0.45202637
c1_1024n_8w_10000bs_queue,1,100,1,65871,65871,65871,65871,7,65871,12169,7155,9410.143,7,43136,7,1,65871,7155,12169,9410.143,169174,24167.715,502,71.71429,0.4625244
c1_1024n_8w_10000bs_queue,1,101,1,54397,54397,54397,54397,7,54397,12342,4452,7771,7,43136,7,1,54397,4452,12342,7771,124016,17716.572,368,52.57143,0.45281982
c1_1024n_8w_10000bs_queue,1,102,1,62574,62574,62574,62574,7,62574,11963,6861,8939.143,7,43136,7,1,62574,6861,11963,8939.143,158053,22579,469,67,0.5352173
c1_1024n_8w_10000bs_queue,1,103,1,66028,66028,66028,66028,7,66028,11911,7907,9432.571,7,43136,7,1,66028,7907,11911,9432.571,169511,24215.857,503,71.85714,0.5563965
c1_1024n_8w_10000bs_queue,1,104,1,66776,66776,66776,66776,7,66776,12051,7804,9539.429,7,43136,7,1,66776,7804,12051,9539.429,173892,24841.715,516,73.71429,0.48046875
c1_1024n_8w_10000bs_queue,1,105,1,63191,63191,63191,63191,7,63191,12128,6810,9027.286,7,43136,7,1,63191,6810,12128,9027.286,158727,22675.285,471,67.28571,0.53967285
c1_1024n_8w_10000bs_queue,1,106,1,62597,62597,62597,62597,7,62597,10295,6723,8942.429,7,43136,7,1,62597,6723,10295,8942.429,158727,22675.285,471,67.28571,0.5205078
c1_1024n_8w_10000bs_queue,1,107,1,51855,51855,51855,51855,7,51855,12194,5500,7407.857,7,43136,7,1,51855,5500,12194,7407.857,102111,14587.286,303,43.285713,0.47937012
c1_1024n_8w_10000bs_queue,1,108,1,70970,70970,70970,70970,7,70970,14376,6827,10138.571,7,43136,7,1,70970,6827,14376,10138.571,156368,22338.285,464,66.28571,0.43139648
c1_1024n_8w_10000bs_queue,1,109,1,74019,74019,74019,74019,7,74019,13357,7202,10574.143,7,43136,7,1,74019,7202,13357,10574.143,171533,24504.715,509,72.71429,0.42193604
c1_1024n_8w_10000bs_queue,1,110,1,64175,64175,64175,64175,7,64175,11111,7731,9167.857,7,43136,7,1,64175,7731,11111,9167.857,165130,23590,490,70,0.47821045
c1_1024n_8w_10000bs_queue,1,111,1,67821,67821,67821,67821,7,67821,12244,7036,9688.714,7,43136,7,1,67821,7036,12244,9688.714,177262,25323.143,526,75.14286,0.37683105
c1_1024n_8w_10000bs_queue,1,112,1,68095,68095,68095,68095,7,68095,11834,8024,9727.857,7,43136,7,1,68095,8024,11834,9727.857,177262,25323.143,526,75.14286,0.460083
c1_1024n_8w_10000bs_queue,1,113,1,53360,53360,53360,53360,7,53360,13552,4829,7622.857,7,43136,7,1,53360,4829,13552,7622.857,110199,15742.714,327,46.714287,0.5079346
c1_1024n_8w_10000bs_queue,1,114,1,77078,77078,77078,77078,7,77078,14089,7401,11011.143,7,43136,7,1,77078,7401,14089,11011.143,173892,24841.715,516,73.71429,0.45812988
c1_1024n_8w_10000bs_queue,1,115,1,73739,73739,73739,73739,7,73739,11847,7712,10534.143,7,43136,7,1,73739,7712,11847,10534.143,163782,23397.428,486,69.42857,0.4880371
c1_1024n_8w_10000bs_queue,1,116,1,82102,82102,82102,82102,7,82102,14979,9320,11728.857,7,43136,7,1,82102,9320,14979,11728.857,183665,26237.857,545,77.85714,0.52038574
c1_1024n_8w_10000bs_queue,1,117,1,77287,77287,77287,77287,7,77287,13671,7585,11041,7,43136,7,1,77287,7585,13671,11041,181643,25949,539,77,0.49194336
c1_1024n_8w_10000bs_queue,1,118,1,67573,67573,67573,67573,7,67573,12856,8052,9653.286,7,43136,7,1,67573,8052,12856,9653.286,154346,22049.428,458,65.42857,0.44195557
c1_1024n_8w_10000bs_queue,1,119,1,60379,60379,60379,60379,7,60379,14163,5187,8625.571,7,43136,7,1,60379,5187,14163,8625.571,128397,18342.428,381,54.42857,0.40527344
c1_1024n_8w_10000bs_queue,2,0,0,0,0,0,0,0,0,0,0,0,1,49952,0,0,0,0,0,0,0,0,0,0,1.3988342
c1_1024n_8w_10000bs_queue,2,1,2,389334,248733,140601,194667,8,389334,53495,43206,48666.75,1,536352,8,8,389334,43206,53495,48666.75,290016,290016,32,32,0.53604126
c1_1024n_8w_10000bs_queue,2,2,1,32,32,32,32,1,32,32,32,32,1,148880,1,1,32,32,32,32,336,336,16,16,1.270752
c1_1024n_8w_10000bs_queue,2,3,1,112849,112849,112849,112849,6,112849,33200,573,18808.166,2,198928,6,3,112849,573,33200,18808.166,209728,104864,160,80,0.45620728
c1_1024n_8w_10000bs_queue,2,4,1,58515,58515,58515,58515,4,58515,21524,9298,14628.75,2,130960,4,2,58515,9298,21524,14628.75,130960,65480,128,64,0.7827759
c1_1024n_8w_10000bs_queue,2,5,1,152834,152834,152834,152834,7,152834,32314,8629,21833.428,3,163728,7,2.3333333,152834,8629,32314,21833.428,202944,67648,160,53.333332,0.55407715
c1_1024n_8w_10000bs_queue,2,6,2,341768,239506,102262,170884,13,341768,40980,6191,26289.846,7,93900,13,1.8571428,341768,6191,40980,26289.846,349809,49972.715,477,68.14286,0.8267212
c1_1024n_8w_10000bs_queue,2,7,4,927757,256940,185946,231939.25,13,927757,113790,28302,71365.92,7,90253,13,1.8571428,927757,28302,113790,71365.92,354675,50667.855,503,71.85714,1.0658569
c1_1024n_8w_10000bs_queue,2,8,4,776462,240241,105155,194115.5,9,776462,111227,23082,86273.555,7,62065,9,1.2857143,776462,23082,111227,86273.555,259905,37129.285,536,76.57143,0.85546875
c1_1024n_8w_10000bs_queue,2,9,3,503098,228574,61551,167699.33,7,503098,83572,61551,71871.14,7,48843,7,1,503098,61551,83572,71871.14,163702,23386,429,61.285713,0.8381958
c1_1024n_8w_10000bs_queue,2,10,4,725801,217766,100912,181450.25,7,725801,131593,86234,103685.86,7,45565,7,1,725801,86234,131593,103685.86,196853,28121.857,553,79,0.85894775
c1_1024n_8w_10000bs_queue,2,11,2,376358,221905,154651,188179,7,376358,66076,38852,53765.43,7,44288,7,1,376358,38852,66076,53765.43,114872,16410.285,332,47.42857,0.65686035
c1_1024n_8w_10000bs_queue,2,12,1,203757,203757,203757,203757,7,203757,36310,23819,29108.143,7,43392,7,1,203757,23819,36310,29108.143,147126,21018,434,62,0.66345215
c1_1024n_8w_10000bs_queue,2,13,2,319762,220860,99046,159881,7,319762,61893,31764,45680.285,7,43392,7,1,319762,31764,61893,45680.285,163398,23342.572,482,68.85714,0.67437744
c1_1024n_8w_10000bs_queue,2,14,1,237236,237236,237236,237236,8,237236,42697,5339,29654.5,7,43201,8,1.1428572,237236,5339,42697,29654.5,205879,29411.285,610,87.14286,0.60250854
c1_1024n_8w_10000bs_queue,2,15,1,174092,174092,174092,174092,7,174092,30197,19398,24870.285,7,43136,7,1,174092,19398,30197,24870.285,181643,25949,539,77,0.53704834
c1_1024n_8w_10000bs_queue,2,16,1,129861,129861,129861,129861,7,129861,22749,13998,18551.572,7,43136,7,1,129861,13998,22749,18551.572,167152,23878.857,496,70.85714,0.5600281
c1_1024n_8w_10000bs_queue,2,17,1,83264,83264,83264,83264,7,83264,21573,8522,11894.857,7,43136,7,1,83264,8522,21573,11894.857,104133,14876.143,309,44.142857,0.54345703
c1_1024n_8w_10000bs_queue,2,18,1,91365,91365,91365,91365,7,91365,16430,9411,13052.143,7,43136,7,1,91365,9411,16430,13052.143,158390,22627.143,470,67.14286,0.46124268
c1_1024n_8w_10000bs_queue,2,19,1,77512,77512,77512,77512,7,77512,14475,8438,11073.143,7,43136,7,1,77512,8438,14475,11073.143,161086,23012.285,478,68.28571,0.5423584
c1_1024n_8w_10000bs_queue,2,20,1,84676,84676,84676,84676,7,84676,14911,9091,12096.571,7,43136,7,1,84676,9091,14911,12096.571,158727,22675.285,471,67.28571,0.46051025
c1_1024n_8w_10000bs_queue,2,21,1,84860,84860,84860,84860,7,84860,14122,9970,12122.857,7,43136,7,1,84860,9970,14122,12122.857,157042,22434.572,466,66.57143,0.48324585
c1_1024n_8w_10000bs_queue,2,22,1,84798,84798,84798,84798,7,84798,17485,8048,12114,7,43136,7,1,84798,8048,17485,12114,162771,23253,483,69,0.42538452
c1_1024n_8w_10000bs_queue,2,23,1,54933,54933,54933,54933,7,54933,10870,4615,7847.5713,7,43136,7,1,54933,4615,10870,7847.5713,100426,14346.571,298,42.57143,0.45248413
c1_1024n_8w_10000bs_queue,2,24,1,76486,76486,76486,76486,7,76486,15308,7516,10926.571,7,43136,7,1,76486,7516,15308,10926.571,170859,24408.428,507,72.42857,0.45736694
c1_1024n_8w_10000bs_queue,2,25,1,68658,68658,68658,68658,7,68658,12351,7266,9808.286,7,43136,7,1,68658,7266,12351,9808.286,180632,25804.572,536,76.57143,0.58374023
c1_1024n_8w_10000bs_queue,2,26,1,69291,69291,69291,69291,7,69291,12313,8054,9898.714,7,43136,7,1,69291,8054,12313,9898.714,181643,25949,539,77,0.5488281
c1_1024n_8w_10000bs_queue,2,27,1,67883,67883,67883,67883,7,67883,12795,6993,9697.571,7,43136,7,1,67883,6993,12795,9697.571,175240,25034.285,520,74.28571,0.4814148
c1_1024n_8w_10000bs_queue,2,28,1,60830,60830,60830,60830,7,60830,11126,6516,8690,7,43136,7,1,60830,6516,11126,8690,150976,21568,448,64,0.4729004
c1_1024n_8w_10000bs_queue,2,29,1,48286,48286,48286,48286,7,48286,9467,4969,6898,7,43136,7,1,48286,4969,9467,6898,110873,15839,329,47,0.45043945
c1_1024n_8w_10000bs_queue,2,30,1,60963,60963,60963,60963,7,60963,10911,7250,8709,7,43136,7,1,60963,7250,10911,8709,152661,21808.715,453,64.71429,0.5378418
c1_1024n_8w_10000bs_queue,2,31,1,62790,62790,62790,62790,7,62790,11582,4884,8970,7,43136,7,1,62790,4884,11582,8970,159738,22819.715,474,67.71429,0.4837036
c1_1024n_8w_10000bs_queue,2,32,1,67622,67622,67622,67622,7,67622,11425,7650,9660.286,7,43136,7,1,67622,7650,11425,9660.286,174903,24986.143,519,74.14286,0.46063232
c1_1024n_8w_10000bs_queue,2,33,1,57889,57889,57889,57889,7,57889,9966,6696,8269.857,7,43136,7,1,57889,6696,9966,8269.857,141540,20220,420,60,0.47912598
c1_1024n_8w_10000bs_queue,2,34,1,67972,67972,67972,67972,7,67972,11377,7716,9710.286,7,43136,7,1,67972,7716,11377,9710.286,175577,25082.428,521,74.42857,0.44543457
c1_1024n_8w_10000bs_queue,2,35,1,55509,55509,55509,55509,7,55509,12765,5398,7929.857,7,43136,7,1,55509,5398,12765,7929.857,133452,19064.572,396,56.57143,0.42285156
c1_1024n_8w_10000bs_queue,2,36,1,65582,65582,65582,65582,7,65582,12177,7284,9368.857,7,43136,7,1,65582,7284,12177,9368.857,167826,23975.143,498,71.14286,0.45922852
c1_1024n_8w_10000bs_queue,2,37,1,63409,63409,63409,63409,7,63409,13558,6766,9058.429,7,43136,7,1,63409,6766,13558,9058.429,161423,23060.428,479,68.42857,0.46887207
c1_1024n_8w_10000bs_queue,2,38,1,70346,70346,70346,70346,7,70346,10988,7530,10049.429,7,43136,7,1,70346,7530,10988,10049.429,185350,26478.572,550,78.57143,0.5053406
c1_1024n_8w_10000bs_queue,2,39,1,66897,66897,66897,66897,7,66897,11401,7207,9556.714,7,43136,7,1,66897,7207,11401,9556.714,174229,24889.857,517,73.85714,0.4529419
c1_1024n_8w_10000bs_queue,2,40,1,63103,63103,63103,63103,7,63103,10779,7628,9014.714,7,43136,7,1,63103,7628,10779,9014.714,160749,22964.143,477,68.14286,0.48876953
c1_1024n_8w_10000bs_queue,2,41,1,48684,48684,48684,48684,7,48684,12852,4472,6954.857,7,43136,7,1,48684,4472,12852,6954.857,108177,15453.857,321,45.857143,0.44348145
c1_1024n_8w_10000bs_queue,2,42,1,65610,65610,65610,65610,7,65610,11099,7173,9372.857,7,43136,7,1,65610,7173,11099,9372.857,168837,24119.572,501,71.57143,0.46264648
c1_1024n_8w_10000bs_queue,2,43,1,60382,60382,60382,60382,7,60382,10663,6624,8626,7,43136,7,1,60382,6624,10663,8626,150302,21471.715,446,63.714287,0.43927002
c1_1024n_8w_10000bs_queue,2,44,1,63766,63766,63766,63766,7,63766,10434,7374,9109.429,7,43136,7,1,63766,7374,10434,9109.429,162771,23253,483,69,0.49468994
